standard_id,initiative_id,s.initiative_name,framework_id,standard_grade_level,standard_statement,standard_code,s.full_code,standard_domain,standard_subdomain,standard_standard
4392,7,Florida BEST,2,5,Measurement,MA.5.M,BEST.MA.5.M,M,,
4393,7,Florida BEST,2,5,Convert measurement units to solve multi-step problems.,MA.5.M.1,BEST.MA.5.M.1,M,1,
4394,7,Florida BEST,2,5,Solve multi-step real-world problems that involve converting measurement units to equivalent measurements within a single system of measurement.,MA.5.M.1.1,BEST.MA.5.M.1.1,M,1,1
4395,7,Florida BEST,2,5,Solve problems involving money.,MA.5.M.2,BEST.MA.5.M.2,M,2,
4396,7,Florida BEST,2,5,Solve multi-step real-world problems involving money using decimal notation.,MA.5.M.2.1,BEST.MA.5.M.2.1,M,2,1
4358,7,Florida BEST,2,5,Number Sense and Operations,MA.5.NSO,BEST.MA.5.NSO,NSO,,
4359,7,Florida BEST,2,5,Understand the place value of multi-digit numbers with decimals to the thousandths place.,MA.5.NSO.1,BEST.MA.5.NSO.1,NSO,1,
4360,7,Florida BEST,2,5,Express how the value of a digit in a multi-digit number with decimals to the thousandths changes if the digit moves one or more places to the left or right.,MA.5.NSO.1.1,BEST.MA.5.NSO.1.1,NSO,1,1
4361,7,Florida BEST,2,5,"Read and write multi-digit numbers with decimals to the thousandths using standard form, word form and expanded form.",MA.5.NSO.1.2,BEST.MA.5.NSO.1.2,NSO,1,2
4362,7,Florida BEST,2,5,"Compose and decompose multi-digit numbers with decimals to the thousandths in multiple ways using the values of the digits in each place. Demonstrate the compositions or decompositions using objects, drawings and expressions or equations.",MA.5.NSO.1.3,BEST.MA.5.NSO.1.3,NSO,1,3
4363,7,Florida BEST,2,5,"Plot, order and compare multi-digit numbers with decimals up to the thousandths.",MA.5.NSO.1.4,BEST.MA.5.NSO.1.4,NSO,1,4
4364,7,Florida BEST,2,5,"Round multi-digit numbers with decimals to the thousandths to the nearest hundredth, tenth or whole number.",MA.5.NSO.1.5,BEST.MA.5.NSO.1.5,NSO,1,5
4365,7,Florida BEST,2,5,"Add, subtract, multiply and divide multi-digit numbers.",MA.5.NSO.2,BEST.MA.5.NSO.2,NSO,2,
4366,7,Florida BEST,2,5,Multiply multi-digit whole numbers including using a standard algorithm with procedural fluency.,MA.5.NSO.2.1,BEST.MA.5.NSO.2.1,NSO,2,1
4367,7,Florida BEST,2,5,"Divide multi-digit whole numbers, up to five digits by two digits, including using a standard algorithm with procedural fluency. Represent remainders as  fractions.",MA.5.NSO.2.2,BEST.MA.5.NSO.2.2,NSO,2,2
4368,7,Florida BEST,2,5,"Add and subtract multi-digit numbers with decimals to the thousandths, including using a standard algorithm with procedural fluency.",MA.5.NSO.2.3,BEST.MA.5.NSO.2.3,NSO,2,3
4369,7,Florida BEST,2,5,"Explore the multiplication and division of multi-digit numbers with decimals to the hundredths using estimation, rounding and place value.",MA.5.NSO.2.4,BEST.MA.5.NSO.2.4,NSO,2,4
4370,7,Florida BEST,2,5,Multiply and divide a multi-digit number with decimals to the tenths by one-tenth and one-hundredth with procedural reliability.,MA.5.NSO.2.5,BEST.MA.5.NSO.2.5,NSO,2,5
4433,7,Florida BEST,2,6,Algebraic Reasoning,MA.6.AR,BEST.MA.6.AR,AR,,
4434,7,Florida BEST,2,6,Apply previous understanding of arithmetic expressions to algebraic expressions. ,MA.6.AR.1,BEST.MA.6.AR.1,AR,1,
4435,7,Florida BEST,2,6,"Given a mathematical or real-world context, translate written descriptions into algebraic expressions and translate algebraic expressions into written descriptions.",MA.6.AR.1.1,BEST.MA.6.AR.1.1,AR,1,1
4436,7,Florida BEST,2,6,"Translate a real-world written description into an algebraic inequality in the form of x > a, x < a, x ≥ a or x ≤ a. Represent the inequality on a number line.",MA.6.AR.1.2,BEST.MA.6.AR.1.2,AR,1,2
4437,7,Florida BEST,2,6,Evaluate algebraic expressions using substitution and order of operations.,MA.6.AR.1.3,BEST.MA.6.AR.1.3,AR,1,3
4438,7,Florida BEST,2,6,Apply the properties of operations to generate equivalent algebraic expressions with integer coefficients.,MA.6.AR.1.4,BEST.MA.6.AR.1.4,AR,1,4
4439,7,Florida BEST,2,6,Develop an understanding for solving equations and inequalities. Write and solve one-step equations in one variable. ,MA.6.AR.2,BEST.MA.6.AR.2,AR,2,
4440,7,Florida BEST,2,6,"Given an equation or inequality and a specified set of integer values, determine which values make the equation or inequality true or false.",MA.6.AR.2.1,BEST.MA.6.AR.2.1,AR,2,1
4441,7,Florida BEST,2,6,"Write and solve one-step equations in one variable within a mathematical or real-world context using addition and subtraction, where all terms and solutions are integers.",MA.6.AR.2.2,BEST.MA.6.AR.2.2,AR,2,2
4442,7,Florida BEST,2,6,"Write and solve one-step equations in one variable within a mathematical or real-world context using multiplication and division, where all terms and solutions are integers.",MA.6.AR.2.3,BEST.MA.6.AR.2.3,AR,2,3
4443,7,Florida BEST,2,6,"Determine the unknown decimal or fraction in an equation involving any of the four operations, relating three numbers, with the unknown in any position.",MA.6.AR.2.4,BEST.MA.6.AR.2.4,AR,2,4
4444,7,Florida BEST,2,6,Understand ratio and unit rate concepts and use them to solve problems. ,MA.6.AR.3,BEST.MA.6.AR.3,AR,3,
4445,7,Florida BEST,2,6,"Given a real-world context, write and interpret ratios to show the relative sizes of two quantities using appropriate notation: a/b, a to b, or a:b where b ≠ 0.",MA.6.AR.3.1,BEST.MA.6.AR.3.1,AR,3,1
4446,7,Florida BEST,2,6,"Given a real-world context, determine a rate for a ratio of quantities with different units. Calculate and interpret the corresponding unit rate.",MA.6.AR.3.2,BEST.MA.6.AR.3.2,AR,3,2
4447,7,Florida BEST,2,6,Extend previous understanding of fractions and numerical patterns to generate or complete a two- or three-column table to display equivalent part-to-part ratios and part-to-part-to-whole ratios.,MA.6.AR.3.3,BEST.MA.6.AR.3.3,AR,3,3
4448,7,Florida BEST,2,6,Apply ratio relationships to solve mathematical and real-world problems involving percentages using the relationship between two quantities.,MA.6.AR.3.4,BEST.MA.6.AR.3.4,AR,3,4
4449,7,Florida BEST,2,6,"Solve mathematical and real-world problems involving ratios, rates and unit rates, including comparisons, mixtures, ratios of lengths and conversions within the same measurement system.",MA.6.AR.3.5,BEST.MA.6.AR.3.5,AR,3,5
4460,7,Florida BEST,2,6,Data Analysis and Probability,MA.6.DP,BEST.MA.6.DP,DP,,
4461,7,Florida BEST,2,6,Develop an understanding of statistics and determine measures of center and measures of variability. Summarize statistical distributions graphically and numerically.,MA.6.DP.1,BEST.MA.6.DP.1,DP,1,
4462,7,Florida BEST,2,6,Recognize and formulate a statistical question that would generate numerical data.,MA.6.DP.1.1,BEST.MA.6.DP.1.1,DP,1,1
4463,7,Florida BEST,2,6,"Given a numerical data set within a real-world context, find and interpret mean, median, mode and range.",MA.6.DP.1.2,BEST.MA.6.DP.1.2,DP,1,2
4464,7,Florida BEST,2,6,"Given a box plot within a real-world context, determine the minimum, the lower quartile, the median, the upper quartile and the maximum. Use this summary of the data to describe the spread and distribution of the data.",MA.6.DP.1.3,BEST.MA.6.DP.1.3,DP,1,3
4465,7,Florida BEST,2,6,"Given a histogram or line plot within a real-world context, qualitatively describe and interpret the spread and distribution of the data, including any symmetry, skewness, gaps, clusters, outliers and the range.",MA.6.DP.1.4,BEST.MA.6.DP.1.4,DP,1,4
4466,7,Florida BEST,2,6,Create box plots and histograms to represent sets of numerical data within real-world contexts.,MA.6.DP.1.5,BEST.MA.6.DP.1.5,DP,1,5
4467,7,Florida BEST,2,6,"Given a real-world scenario, determine and describe how changes in data values impact measures of center and variation.",MA.6.DP.1.6,BEST.MA.6.DP.1.6,DP,1,6
4450,7,Florida BEST,2,6,Geometric Reasoning,MA.6.GR,BEST.MA.6.GR,GR,,
4451,7,Florida BEST,2,6,Apply previous understanding of the coordinate plane to solve problems.,MA.6.GR.1,BEST.MA.6.GR.1,GR,1,
4452,7,Florida BEST,2,6,Extend previous understanding of the coordinate plane to plot rational number ordered pairs in all four quadrants and on both axes. Identify the x- or y-axis as the line of reflection when two ordered pairs have an opposite x- or y-coordinate.,MA.6.GR.1.1,BEST.MA.6.GR.1.1,GR,1,1
4453,7,Florida BEST,2,6,"Find distances between ordered pairs, limited to the same x-coordinate or the same y-coordinate, represented on the coordinate plane.",MA.6.GR.1.2,BEST.MA.6.GR.1.2,GR,1,2
4454,7,Florida BEST,2,6,"Solve mathematical and real-world problems by plotting points on a coordinate plane, including finding the perimeter or area of a rectangle.",MA.6.GR.1.3,BEST.MA.6.GR.1.3,GR,1,3
4455,7,Florida BEST,2,6,Model and solve problems involving two-dimensional figures and three-dimensional figures. ,MA.6.GR.2,BEST.MA.6.GR.2,GR,2,
4456,7,Florida BEST,2,6,Derive a formula for the area of a right triangle using a rectangle. Apply a formula to find the area of a triangle.,MA.6.GR.2.1,BEST.MA.6.GR.2.1,GR,2,1
4457,7,Florida BEST,2,6,Solve mathematical and real-world problems involving the area of quadrilaterals and composite figures by decomposing them into triangles or rectangles.,MA.6.GR.2.2,BEST.MA.6.GR.2.2,GR,2,2
4458,7,Florida BEST,2,6,Solve mathematical and real-world problems involving the volume of right rectangular prisms with positive rational number edge lengths using a visual model and a formula.,MA.6.GR.2.3,BEST.MA.6.GR.2.3,GR,2,3
4459,7,Florida BEST,2,6,"Given a mathematical or real-world context, find the surface area of right rectangular prisms and right rectangular pyramids using the figure’s net.",MA.6.GR.2.4,BEST.MA.6.GR.2.4,GR,2,4
4414,7,Florida BEST,2,6,Number Sense and Operations,MA.6.NSO,BEST.MA.6.NSO,NSO,,
4415,7,Florida BEST,2,6,Extend knowledge of numbers to negative numbers and develop an understanding of absolute value.,MA.6.NSO.1,BEST.MA.6.NSO.1,NSO,1,
4416,7,Florida BEST,2,6,"Extend previous understanding of numbers to define rational numbers. Plot, order and compare rational numbers.",MA.6.NSO.1.1,BEST.MA.6.NSO.1.1,NSO,1,1
4417,7,Florida BEST,2,6,"Given a mathematical or real-world context, represent quantities that have opposite direction using rational numbers. Compare them on a number line and explain the meaning of zero within its context.",MA.6.NSO.1.2,BEST.MA.6.NSO.1.2,NSO,1,2
4418,7,Florida BEST,2,6,"Given a mathematical or real-world context, interpret the absolute value of a number as the distance from zero on a number line. Find the absolute value of rational numbers.",MA.6.NSO.1.3,BEST.MA.6.NSO.1.3,NSO,1,3
4419,7,Florida BEST,2,6,"Solve mathematical and real-world problems involving absolute value, including the comparison of absolute value.",MA.6.NSO.1.4,BEST.MA.6.NSO.1.4,NSO,1,4
4420,7,Florida BEST,2,6,"Add, subtract, multiply and divide positive rational numbers. ",MA.6.NSO.2,BEST.MA.6.NSO.2,NSO,2,
4421,7,Florida BEST,2,6,"Multiply and divide positive multi-digit numbers with decimals to the thousandths, including using a standard algorithm with procedural fluency.",MA.6.NSO.2.1,BEST.MA.6.NSO.2.1,NSO,2,1
4422,7,Florida BEST,2,6,"Extend previous understanding of multiplication and division to compute products and quotients of positive fractions by positive fractions, including mixed numbers, with procedural fluency.",MA.6.NSO.2.2,BEST.MA.6.NSO.2.2,NSO,2,2
4423,7,Florida BEST,2,6,"Solve multi-step real-world problems involving any of the four operations with positive multi-digit decimals or positive fractions, including mixed numbers.",MA.6.NSO.2.3,BEST.MA.6.NSO.2.3,NSO,2,3
4424,7,Florida BEST,2,6,Apply properties of operations to rewrite numbers in equivalent forms. ,MA.6.NSO.3,BEST.MA.6.NSO.3,NSO,3,
4425,7,Florida BEST,2,6,"Given a mathematical or real-world context, find the greatest common factor and least common multiple of two whole numbers.",MA.6.NSO.3.1,BEST.MA.6.NSO.3.1,NSO,3,1
4426,7,Florida BEST,2,6,"Rewrite the sum of two composite whole numbers having a common factor, as a common factor multiplied by the sum of two whole numbers.",MA.6.NSO.3.2,BEST.MA.6.NSO.3.2,NSO,3,2
4427,7,Florida BEST,2,6,Evaluate positive rational numbers and integers with natural number exponents.,MA.6.NSO.3.3,BEST.MA.6.NSO.3.3,NSO,3,3
4428,7,Florida BEST,2,6,Express composite whole numbers as a product of prime factors with natural number exponents.,MA.6.NSO.3.4,BEST.MA.6.NSO.3.4,NSO,3,4
4429,7,Florida BEST,2,6,"Rewrite positive rational numbers in different but equivalent forms including fractions, terminating decimals and percentages.",MA.6.NSO.3.5,BEST.MA.6.NSO.3.5,NSO,3,5
4430,7,Florida BEST,2,6,Extend understanding of operations with integers.,MA.6.NSO.4,BEST.MA.6.NSO.4,NSO,4,
4431,7,Florida BEST,2,6,Apply and extend previous understandings of operations with whole numbers to add and subtract integers with procedural fluency.,MA.6.NSO.4.1,BEST.MA.6.NSO.4.1,NSO,4,1
4432,7,Florida BEST,2,6,Apply and extend previous understandings of operations with whole numbers to multiply and divide integers with procedural fluency.,MA.6.NSO.4.2,BEST.MA.6.NSO.4.2,NSO,4,2
4476,7,Florida BEST,2,7,Algebraic Reasoning,MA.7.AR,BEST.MA.7.AR,AR,,
4477,7,Florida BEST,2,7,Rewrite algebraic expressions in equivalent forms. ,MA.7.AR.1,BEST.MA.7.AR.1,AR,1,
4478,7,Florida BEST,2,7,Apply properties of operations to add and subtract linear expressions with rational coefficients.,MA.7.AR.1.1,BEST.MA.7.AR.1.1,AR,1,1
4479,7,Florida BEST,2,7,Determine whether two linear expressions are equivalent.,MA.7.AR.1.2,BEST.MA.7.AR.1.2,AR,1,2
4480,7,Florida BEST,2,7,Write and solve equations and inequalities in one variable. ,MA.7.AR.2,BEST.MA.7.AR.2,AR,2,
4481,7,Florida BEST,2,7,Write and solve one-step inequalities in one variable within a mathematical context and represent solutions algebraically or graphically.,MA.7.AR.2.1,BEST.MA.7.AR.2.1,AR,2,1
4482,7,Florida BEST,2,7,"Write and solve two-step equations in one variable within a mathematical or real-world context, where all terms are rational numbers.",MA.7.AR.2.2,BEST.MA.7.AR.2.2,AR,2,2
4483,7,Florida BEST,2,7,Use percentages and proportional reasoning to solve problems. ,MA.7.AR.3,BEST.MA.7.AR.3,AR,3,
4484,7,Florida BEST,2,7,Apply previous understanding of percentages and ratios to solve multi-step real-world percent problems.,MA.7.AR.3.1,BEST.MA.7.AR.3.1,AR,3,1
4485,7,Florida BEST,2,7,Apply previous understanding of ratios to solve real-world problems involving proportions.,MA.7.AR.3.2,BEST.MA.7.AR.3.2,AR,3,2
4486,7,Florida BEST,2,7,Solve mathematical and real-world problems involving the conversion of units across different measurement systems.,MA.7.AR.3.3,BEST.MA.7.AR.3.3,AR,3,3
4487,7,Florida BEST,2,7,Analyze and represent two-variable proportional relationships. ,MA.7.AR.4,BEST.MA.7.AR.4,AR,4,
4488,7,Florida BEST,2,7,"Determine whether two quantities have a proportional relationship by examining a table, graph or written description.",MA.7.AR.4.1,BEST.MA.7.AR.4.1,AR,4,1
4489,7,Florida BEST,2,7,"Determine the constant of proportionality within a mathematical or real-world context given a table, graph or written description of a proportional relationship.",MA.7.AR.4.2,BEST.MA.7.AR.4.2,AR,4,2
4490,7,Florida BEST,2,7,"Given a mathematical or real-world context, graph proportional relationships from a table, equation or a written description.",MA.7.AR.4.3,BEST.MA.7.AR.4.3,AR,4,3
4491,7,Florida BEST,2,7,"Given any representation of a proportional relationship, translate the representation to a written description, table or equation.",MA.7.AR.4.4,BEST.MA.7.AR.4.4,AR,4,4
4492,7,Florida BEST,2,7,Solve real-world problems involving proportional relationships.,MA.7.AR.4.5,BEST.MA.7.AR.4.5,AR,4,5
4504,7,Florida BEST,2,7,Data Analysis and Probability,MA.7.DP,BEST.MA.7.DP,DP,,
4505,7,Florida BEST,2,7,Represent and interpret numerical and categorical data.,MA.7.DP.1,BEST.MA.7.DP.1,DP,1,
4506,7,Florida BEST,2,7,"Determine an appropriate measure of center or measure of variation to summarize numerical data, represented numerically or graphically, taking into consideration the context and any outliers.",MA.7.DP.1.1,BEST.MA.7.DP.1.1,DP,1,1
4507,7,Florida BEST,2,7,"Given two numerical or graphical representations of data, use the measure(s) of center and measure(s) of variability to make comparisons, interpret results and draw conclusions about the two populations.",MA.7.DP.1.2,BEST.MA.7.DP.1.2,DP,1,2
4508,7,Florida BEST,2,7,"Given categorical data from a random sample, use proportional relationships to make predictions about a population.",MA.7.DP.1.3,BEST.MA.7.DP.1.3,DP,1,3
4509,7,Florida BEST,2,7,"Use proportional reasoning to construct, display and interpret data in circle graphs.",MA.7.DP.1.4,BEST.MA.7.DP.1.4,DP,1,4
4510,7,Florida BEST,2,7,"Given a real-world numerical or categorical data set, choose and create an appropriate graphical representation.",MA.7.DP.1.5,BEST.MA.7.DP.1.5,DP,1,5
4511,7,Florida BEST,2,7,Develop an understanding of probability. Find and compare experimental and theoretical probabilities. ,MA.7.DP.2,BEST.MA.7.DP.2,DP,2,
4512,7,Florida BEST,2,7,Determine the sample space for a simple experiment.,MA.7.DP.2.1,BEST.MA.7.DP.2.1,DP,2,1
4513,7,Florida BEST,2,7,"Given the probability of a chance event, interpret the likelihood of it occurring. Compare the probabilities of chance events.",MA.7.DP.2.2,BEST.MA.7.DP.2.2,DP,2,2
4514,7,Florida BEST,2,7,Find the theoretical probability of an event related to a simple experiment.,MA.7.DP.2.3,BEST.MA.7.DP.2.3,DP,2,3
4515,7,Florida BEST,2,7,Use a simulation of a simple experiment to find experimental probabilities and compare them to theoretical probabilities.,MA.7.DP.2.4,BEST.MA.7.DP.2.4,DP,2,4
4493,7,Florida BEST,2,7,Geometric Reasoning,MA.7.GR,BEST.MA.7.GR,GR,,
4494,7,Florida BEST,2,7,"Solve problems involving two-dimensional figures, including circles. ",MA.7.GR.1,BEST.MA.7.GR.1,GR,1,
4495,7,Florida BEST,2,7,"Apply formulas to find the areas of trapezoids, parallelograms and rhombi.",MA.7.GR.1.1,BEST.MA.7.GR.1.1,GR,1,1
4496,7,Florida BEST,2,7,Solve mathematical or real-world problems involving the area of polygons or composite figures by decomposing them into triangles or quadrilaterals.,MA.7.GR.1.2,BEST.MA.7.GR.1.2,GR,1,2
4497,7,Florida BEST,2,7,Explore the proportional relationship between circumferences and diameters of circles. Apply a formula for the circumference of a circle to solve mathematical and real-world problems.,MA.7.GR.1.3,BEST.MA.7.GR.1.3,GR,1,3
4498,7,Florida BEST,2,7,Explore and apply a formula to find the area of a circle to solve mathematical and real-world problems.,MA.7.GR.1.4,BEST.MA.7.GR.1.4,GR,1,4
4499,7,Florida BEST,2,7,"Solve mathematical and real-world problems involving dimensions and areas of geometric figures, including scale drawings and scale factors.",MA.7.GR.1.5,BEST.MA.7.GR.1.5,GR,1,5
4500,7,Florida BEST,2,7,"Solve problems involving three-dimensional figures, including right circular cylinders.",MA.7.GR.2,BEST.MA.7.GR.2,GR,2,
4501,7,Florida BEST,2,7,"Given a mathematical or real-world context, find the surface area of a right circular cylinder using the figure’s net.",MA.7.GR.2.1,BEST.MA.7.GR.2.1,GR,2,1
4502,7,Florida BEST,2,7,Solve real-world problems involving surface area of right circular cylinders.,MA.7.GR.2.2,BEST.MA.7.GR.2.2,GR,2,2
4503,7,Florida BEST,2,7,Solve mathematical and real-world problems involving volume of right circular cylinders.,MA.7.GR.2.3,BEST.MA.7.GR.2.3,GR,2,3
4468,7,Florida BEST,2,7,Number Sense and Operations,MA.7.NSO,BEST.MA.7.NSO,NSO,,
4469,7,Florida BEST,2,7,Rewrite numbers in equivalent forms.,MA.7.NSO.1,BEST.MA.7.NSO.1,NSO,1,
4470,7,Florida BEST,2,7,"Know and apply the Laws of Exponents to evaluate numerical expressions and generate equivalent numerical expressions, limited to whole-number exponents and rational number bases.",MA.7.NSO.1.1,BEST.MA.7.NSO.1.1,NSO,1,1
4471,7,Florida BEST,2,7,"Rewrite rational numbers in different but equivalent forms including fractions, mixed numbers, repeating decimals and percentages to solve mathematical and real-world problems.",MA.7.NSO.1.2,BEST.MA.7.NSO.1.2,NSO,1,2
4472,7,Florida BEST,2,7,"Add, subtract, multiply and divide rational numbers. ",MA.7.NSO.2,BEST.MA.7.NSO.2,NSO,2,
4473,7,Florida BEST,2,7,"Solve mathematical problems using multi-step order of operations with rational numbers including grouping symbols, whole-number exponents and absolute value.",MA.7.NSO.2.1,BEST.MA.7.NSO.2.1,NSO,2,1
4474,7,Florida BEST,2,7,"Add, subtract, multiply and divide rational numbers with procedural fluency.",MA.7.NSO.2.2,BEST.MA.7.NSO.2.2,NSO,2,2
4475,7,Florida BEST,2,7,Solve real-world problems involving any of the four operations with rational numbers.,MA.7.NSO.2.3,BEST.MA.7.NSO.2.3,NSO,2,3
4525,7,Florida BEST,2,8,Algebraic Reasoning,MA.8.AR,BEST.MA.8.AR,AR,,
4526,7,Florida BEST,2,8,Generate equivalent algebraic expressions. ,MA.8.AR.1,BEST.MA.8.AR.1,AR,1,
4527,7,Florida BEST,2,8,"Apply the Laws of Exponents to generate equivalent algebraic expressions, limited to integer exponents and monomial bases.",MA.8.AR.1.1,BEST.MA.8.AR.1.1,AR,1,1
4528,7,Florida BEST,2,8,Apply properties of operations to multiply two linear expressions with rational coefficients.,MA.8.AR.1.2,BEST.MA.8.AR.1.2,AR,1,2
4529,7,Florida BEST,2,8,Rewrite the sum of two algebraic expressions having a common monomial factor as a common factor multiplied by the sum of two algebraic expressions.,MA.8.AR.1.3,BEST.MA.8.AR.1.3,AR,1,3
4530,7,Florida BEST,2,8,Solve multi-step one-variable equations and inequalities. ,MA.8.AR.2,BEST.MA.8.AR.2,AR,2,
4531,7,Florida BEST,2,8,"Solve multi-step linear equations in one variable, with rational number coefficients. Include equations with variables on both sides.",MA.8.AR.2.1,BEST.MA.8.AR.2.1,AR,2,1
4532,7,Florida BEST,2,8,Solve two-step linear inequalities in one variable and represent solutions algebraically and graphically.,MA.8.AR.2.2,BEST.MA.8.AR.2.2,AR,2,2
4533,7,Florida BEST,2,8,"Given an equation in the form of x²=p  and x³=q, where p is a whole number and q is an integer, determine the real solutions.",MA.8.AR.2.3,BEST.MA.8.AR.2.3,AR,2,3
4534,7,Florida BEST,2,8,Extend understanding of proportional relationships to two-variable linear equations. ,MA.8.AR.3,BEST.MA.8.AR.3,AR,3,
4535,7,Florida BEST,2,8,Determine if a linear relationship is also a proportional relationship.,MA.8.AR.3.1,BEST.MA.8.AR.3.1,AR,3,1
4536,7,Florida BEST,2,8,"Given a table, graph or written description of a linear relationship, determine the slope.",MA.8.AR.3.2,BEST.MA.8.AR.3.2,AR,3,2
4537,7,Florida BEST,2,8,"Given a table, graph or written description of a linear relationship, write an equation in slope-intercept form.",MA.8.AR.3.3,BEST.MA.8.AR.3.3,AR,3,3
4538,7,Florida BEST,2,8,"Given a mathematical or real-world context, graph a two-variable linear equation from a written description, a table or an equation in slope-intercept form.",MA.8.AR.3.4,BEST.MA.8.AR.3.4,AR,3,4
4539,7,Florida BEST,2,8,"Given a real-world context, determine and interpret the slope and y-intercept of a two-variable linear equation from a written description, a table, a graph or an equation in slope-intercept form.",MA.8.AR.3.5,BEST.MA.8.AR.3.5,AR,3,5
4540,7,Florida BEST,2,8,Develop an understanding of two-variable systems of equations.,MA.8.AR.4,BEST.MA.8.AR.4,AR,4,
4541,7,Florida BEST,2,8,"Given a system of two linear equations and a specified set of possible solutions, determine which ordered pairs satisfy the system of linear equations.",MA.8.AR.4.1,BEST.MA.8.AR.4.1,AR,4,1
4542,7,Florida BEST,2,8,"Given a system of two linear equations represented graphically on the same coordinate plane, determine whether there is one solution, no solution or infinitely many solutions.",MA.8.AR.4.2,BEST.MA.8.AR.4.2,AR,4,2
4543,7,Florida BEST,2,8,"Given a mathematical or real-world context, solve systems of two linear equations by graphing.",MA.8.AR.4.3,BEST.MA.8.AR.4.3,AR,4,3
4562,7,Florida BEST,2,8,Data Analysis and Probability,MA.8.DP,BEST.MA.8.DP,DP,,
4563,7,Florida BEST,2,8,Represent and investigate numerical bivariate data. ,MA.8.DP.1,BEST.MA.8.DP.1,DP,1,
4564,7,Florida BEST,2,8,"Given a set of real-world bivariate numerical data, construct a scatter plot or a line graph as appropriate for the context.",MA.8.DP.1.1,BEST.MA.8.DP.1.1,DP,1,1
4565,7,Florida BEST,2,8,"Given a scatter plot within a real-world context, describe patterns of association.",MA.8.DP.1.2,BEST.MA.8.DP.1.2,DP,1,2
4566,7,Florida BEST,2,8,"Given a scatter plot with a linear association, informally fit a straight line.",MA.8.DP.1.3,BEST.MA.8.DP.1.3,DP,1,3
4567,7,Florida BEST,2,8,Represent and find probabilities of repeated experiments.,MA.8.DP.2,BEST.MA.8.DP.2,DP,2,
4568,7,Florida BEST,2,8,Determine the sample space for a repeated experiment.,MA.8.DP.2.1,BEST.MA.8.DP.2.1,DP,2,1
4569,7,Florida BEST,2,8,Find the theoretical probability of an event related to a repeated experiment.,MA.8.DP.2.2,BEST.MA.8.DP.2.2,DP,2,2
4570,7,Florida BEST,2,8,"Solve real-world problems involving probabilities related to single or repeated experiments, including making predictions based on theoretical probability.",MA.8.DP.2.3,BEST.MA.8.DP.2.3,DP,2,3
4544,7,Florida BEST,2,8,Functions,MA.8.F,BEST.MA.8.F,F,,
4545,7,Florida BEST,2,8,"Define, evaluate and compare functions. ",MA.8.F.1,BEST.MA.8.F.1,F,1,
4546,7,Florida BEST,2,8,"Given a set of ordered pairs, a table, a graph or mapping diagram, determine whether the relationship is a function. Identify the domain and range of the relation.",MA.8.F.1.1,BEST.MA.8.F.1.1,F,1,1
4547,7,Florida BEST,2,8,"Given a function defined by a graph or an equation, determine whether the function is a linear function. Given an input-output table, determine whether it could represent a linear function.",MA.8.F.1.2,BEST.MA.8.F.1.2,F,1,2
4548,7,Florida BEST,2,8,"Analyze a real-world written description or graphical representation of a functional relationship between two quantities and identify where the function is increasing, decreasing or constant.",MA.8.F.1.3,BEST.MA.8.F.1.3,F,1,3
4549,7,Florida BEST,2,8,Geometric Reasoning,MA.8.GR,BEST.MA.8.GR,GR,,
4550,7,Florida BEST,2,8,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,MA.8.GR.1,BEST.MA.8.GR.1,GR,1,
4551,7,Florida BEST,2,8,Apply the Pythagorean Theorem to solve mathematical and real-world problems involving unknown side lengths in right triangles.,MA.8.GR.1.1,BEST.MA.8.GR.1.1,GR,1,1
4552,7,Florida BEST,2,8,Apply the Pythagorean Theorem to solve mathematical and real-world problems involving the distance between two points in a coordinate plane.,MA.8.GR.1.2,BEST.MA.8.GR.1.2,GR,1,2
4553,7,Florida BEST,2,8,Use the Triangle Inequality Theorem to determine if a triangle can be formed from a given set of sides. Use the converse of the Pythagorean Theorem to determine if a right triangle can be formed from a given set of sides.,MA.8.GR.1.3,BEST.MA.8.GR.1.3,GR,1,3
4554,7,Florida BEST,2,8,"Solve mathematical problems involving the relationships between supplementary, complementary, vertical or adjacent angles.",MA.8.GR.1.4,BEST.MA.8.GR.1.4,GR,1,4
4555,7,Florida BEST,2,8,Solve problems involving the relationships of interior and exterior angles of a triangle.,MA.8.GR.1.5,BEST.MA.8.GR.1.5,GR,1,5
4556,7,Florida BEST,2,8,Develop and use formulas for the sums of the interior angles of regular polygons by decomposing them into triangles.,MA.8.GR.1.6,BEST.MA.8.GR.1.6,GR,1,6
4557,7,Florida BEST,2,8,Understand similarity and congruence using models and transformations. ,MA.8.GR.2,BEST.MA.8.GR.2,GR,2,
4558,7,Florida BEST,2,8,"Given a preimage and image generated by a single transformation, identify the transformation that describes the relationship.",MA.8.GR.2.1,BEST.MA.8.GR.2.1,GR,2,1
4559,7,Florida BEST,2,8,"Given a preimage and image generated by a single dilation, identify the scale factor that describes the relationship.",MA.8.GR.2.2,BEST.MA.8.GR.2.2,GR,2,2
4560,7,Florida BEST,2,8,Describe and apply the effect of a single transformation on two-dimensional figures using coordinates and the coordinate plane.,MA.8.GR.2.3,BEST.MA.8.GR.2.3,GR,2,3
4561,7,Florida BEST,2,8,Solve mathematical and real-world problems involving proportional relationships between similar triangles.,MA.8.GR.2.4,BEST.MA.8.GR.2.4,GR,2,4
