CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",TEKS,TEKS.ELAR.8.12(C),"(C) refine the major research question, if necessary, guided by the answers to a secondary set of questions"
CCSS.W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",TEKS,TEKS.ELAR.8.12(D),(D) identify and gather relevant information from a variety of sources
CCSS.W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",TEKS,TEKS.ELAR.8.12(F),(F) synthesize information from a variety of sources
CCSS.W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",BEST,BEST.ELA.8.C.1.5,"Improve writing by planning, editing, considering feedback from adults and peers, and revising for clarity and cohesiveness."
CCSS.W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",BEST,BEST.ELA.8.C.4.1,"Conduct research to answer a question, drawing on multiple reliable and valid sources, and generating additional questions for further research."
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.4.1,Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(D),(D) identify and gather relevant information from a variety of sources
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(E),(E) differentiate between primary and secondary sources
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(F),(F) synthesize information from a variety of sources
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(G),(G) differentiate between paraphrasing and plagiarism when using source materials
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(H)(i),"(H) examine sources for: (i) reliability, credibility, and bias, including omission; and"
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(H)(ii),"(H) examine sources for: (ii) faulty reasoning such as bandwagon appeals, repetition, and loaded language"
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(I),(I) display academic citations and use source materials ethically; and
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",TEKS,TEKS.ELAR.8.12(J),"(J) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results."
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BEST,BEST.ELA.8.C.4.1,"Conduct research to answer a question, drawing on multiple reliable and valid sources, and generating additional questions for further research."
CCSS.W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",BEST,BEST.ELA.8.C.5.1,Integrate diverse digital media to emphasize the relevance of a topic or idea in oral or written tasks.
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.3,Carry out or use a procedure in a given situation
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.5,Make judgments based on criteria and standards
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",TEKS,TEKS.ELAR.8.6(C),(C) use text evidence to support an appropriate response
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",TEKS,TEKS.ELAR.8.6(H),"(H) respond orally or in writing with appropriate register, vocabulary, tone, and voice"
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",TEKS,TEKS.ELAR.8.6(I),(I) reflect on and adjust responses as new evidence is presented; and
CCSS.W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning
CCSS.L.9-10.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.L.9-10.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,TEKS,TEKS.ELAR.E1.5(H),"(H) respond orally or in writing with appropriate register, vocabulary, tone, and voice"
CCSS.L.9-10.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level."
CCSS.L.9-10.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,GSE,9.L.GC.1,"**Grammar, Usage, & Mechanics** Draw from knowledge of the conventions of Standard English grammar, usage, and mechanics when analyzing, evaluating, and constructing texts."
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",TEKS,TEKS.ELAR.E1.9(D)(iv),(iv) correct capitalization
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",TEKS,TEKS.ELAR.E1.9(D)(vi),(vi) correct spelling; and
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level."
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",GSE,9.L.GC.1,"**Grammar, Usage, & Mechanics** Draw from knowledge of the conventions of Standard English grammar, usage, and mechanics when analyzing, evaluating, and constructing texts."
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",TEKS,TEKS.ELAR.E1.5(H),"(H) respond orally or in writing with appropriate register, vocabulary, tone, and voice"
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",TEKS,TEKS.ELAR.E1.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses"
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",BEST,BEST.ELA.9.C.2.1,"Present information orally, with a logical organization and coherent focus, with credible evidence, creating a clear perspective."
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",GSE,9.L.V.3.e,"Make strategic language decisions when writing or speaking by determining, clarifying, or verifying the nuanced meanings of closely related words or phrases using available print and/or digital resources. (C)"
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",TEKS,TEKS.ELAR.E1.9(E),(E) publish written work for appropriate audiences.
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level."
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",GSE,9.L.V.2,**Word Analysis** Use word knowledge and word analysis skills to determine the meaning of unfamiliar words and phrases and to communicate effectively for a variety of purposes.
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)"
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",TEKS,TEKS.ELAR.E1.8(D),(D) analyze how the author's use of language achieves specific purposes
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",TEKS,TEKS.ELAR.E1.8(F),"(F) analyze how the author's diction and syntax contribute to the mood, voice, and tone of a text; and"
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level."
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",GSE,9.L.V.3.b,Analyze relationships between words to determine connotative and denotative meanings for words and/or phrases across a variety of contexts. (I)
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",TEKS,TEKS.ELAR.E1.5(F),(F) respond using acquired content and academic vocabulary as appropriate
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",BEST,BEST.ELA.9.V.1,Integrate academic vocabulary appropriate to grade level in speaking and writing.
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",GSE,9.L.V.1,"**General, Academic, & Specialized Vocabulary** Use expanding vocabulary knowledge to interpret texts and to craft effective communications across a wide variety of real-life, academic, disciplinary, technical, and professional contexts."
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,TEKS,TEKS.ELAR.E1.5(C),(C) use text evidence and original commentary to support a comprehensive response
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,TEKS,TEKS.ELAR.E1.5(G),(G) discuss and write about the explicit or implicit meanings of text
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,BEST,BEST.ELA.9.R.2.1,Analyze how multiple text structures and/or features convey a purpose and/or meaning in texts.
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension
CCSS.RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,GSE,9.T.RA.2,**Curating Sources & Evidence** Reference parts of texts to address a specific topic or question and explore various sources of information to make connections across a broad range of topics.
CCSS.RI.9-10.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",BLOOM,BLOOM.1,Retrieve relevant knowledge from long-term memory
CCSS.RI.9-10.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",TEKS,TEKS.ELAR.E1.7(A),"(A) read and respond to American, British, and world literature"
CCSS.RI.9-10.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",BEST,BEST.ELA.K12.EE.2.1,Read and comprehend grade-level complex texts proficiently
CCSS.RI.9-10.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",GSE,9.P.EICC.3,"**Comprehension Strategies** Engage with a range of complex texts for a variety of tasks and purposes, accessing and using strategies for comprehension* before, during, and after reading as part of the meaning-making process."
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s)
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",BLOOM,BLOOM.4.1,Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",TEKS,TEKS.ELAR.E1.4(G),(G) evaluate details read to determine key ideas
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",TEKS,TEKS.ELAR.E1.5(D),(D) paraphrase and summarize texts in ways that maintain meaning and logical order
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",TEKS,TEKS.ELAR.E1.7(D)(i),"(D) analyze characteristics and structural elements of informational texts such as: (i) clear thesis, relevant supporting evidence, pertinent examples, and conclusion; and"
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",BEST,BEST.ELA.9.R.2.2,Evaluate the support an author uses to develop the central idea(s) throughout a text.
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",BEST,BEST.ELA.9.R.3.2,Paraphrase Content from grade-level texts
CCSS.RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",GSE,9.T.T.2.a,Analyze and evaluate the use and effect of expository techniques and organizational patterns. (I)
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",BLOOM,BLOOM.4.1,Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",TEKS,TEKS.ELAR.E1.5(J),(J) defend or challenge the authors' claims using relevant text evidence.; and
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",TEKS,TEKS.ELAR.E1.7(D)(i),"(D) analyze characteristics and structural elements of informational texts such as: (i) clear thesis, relevant supporting evidence, pertinent examples, and conclusion; and"
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",TEKS,TEKS.ELAR.E1.7(D)(ii),(D) analyze characteristics and structural elements of informational texts such as: (ii) multiple organizational patterns within a text to develop the thesis
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",BEST,BEST.ELA.9.R.2.1,Analyze how multiple text structures and/or features convey a purpose and/or meaning in texts.
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",BEST,BEST.ELA.9.R.2.2,Evaluate the support an author uses to develop the central idea(s) throughout a text.
CCSS.RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",GSE,9.T.T.2,**Expository Techniques** Evaluate and apply expository techniques to enhance text’s appeal to audiences or achieve specific purposes.
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)"
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",TEKS,TEKS.ELAR.E1.2(A),(A) use print or digital resources such as glossaries or technical dictionaries to clarify and validate understanding of the precise and appropriate meaning of technical or discipline-based vocabulary
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",TEKS,TEKS.ELAR.E1.2(B),(B) analyze context to distinguish between the denotative and connotative meanings of words; and
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",TEKS,TEKS.ELAR.E1.2(C),"(C) determine the meaning of foreign words or phrases used frequently in English such as bona fide, caveat, carte blanche, tête-à-tête, bon appétit, and quid pro quo."
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",TEKS,TEKS.ELAR.E1.8(D),(D) analyze how the author's use of language achieves specific purposes
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",TEKS,TEKS.ELAR.E1.8(F),"(F) analyze how the author's diction and syntax contribute to the mood, voice, and tone of a text; and"
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",BEST,BEST.ELA.9.R.2.1,Analyze how multiple text structures and/or features convey a purpose and/or meaning in texts.
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",BEST,BEST.ELA.9.R.3.1,Explain how figurative language creates mood in text(s)
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level."
CCSS.RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",GSE,9.L.V.3,**Meaning & Purpose** Analyze and craft nuanced words and phrases in a variety of texts and for a variety of purposes.
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BLOOM,BLOOM.4.1,Distinguishing relevant from irrelevant parts or important from unimportant parts of presented material
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",TEKS,TEKS.ELAR.E1.7(D)(i),"(D) analyze characteristics and structural elements of informational texts such as: (i) clear thesis, relevant supporting evidence, pertinent examples, and conclusion; and"
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",TEKS,TEKS.ELAR.E1.7(D)(ii),(D) analyze characteristics and structural elements of informational texts such as: (ii) multiple organizational patterns within a text to develop the thesis
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",TEKS,TEKS.ELAR.E1.8(G),(G) explain the purpose of rhetorical devices such as understatement and overstatement and the effect of logical fallacies such as straw man and red herring arguments.; and
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BEST,BEST.ELA.9.R.2.1,Analyze how multiple text structures and/or features convey a purpose and/or meaning in texts.
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BEST,BEST.ELA.9.R.2.4,"Compare the development of two opposing arguments on the same topic, evaluating the effectiveness and validity of the claims."
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",BEST,BEST.ELA.9.R.3.4,Explain an author’s use of rhetoric in a text.
CCSS.RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",GSE,9.P.AC.1.d,"Describe, analyze, and evaluate the design and organization of the text, explaining how specific formats, structures, patterns, and features influence the audience, contribute to the text’s accessibility, and support the text’s purpose. (I/C)"
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material"
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
