ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.RL.4.4,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).",4,TEKS,TEKS.ELAR.4.3(C),"(C) determine the meaning of and use words with affixes such as mis-, sub-, -ment, and -ity/ty and roots such as auto, graph, and meter; and",,,
CCSS.RL.4.4,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).",4,TEKS,TEKS.ELAR.4.3(D),"(D) identify, use, and explain the meaning of homophones such as reign/rain.",,,
CCSS.RL.4.4,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).",4,TEKS,TEKS.ELAR.4.10(D),"(D) describe how the author's use of imagery, literal and figurative language such as simile and metaphor, and sound devices such as alliteration and assonance achieves specific purposes;",,,
CCSS.RL.4.4,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).",4,TEKS,TEKS.ELAR.4.10(F),(F) discuss how the author's use of language contributes to voice; and,,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system,Explaining,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BEST,BEST.ELA.4.R.2.1,"Explain how text features contribute to the meaning and identify the text structures of problem/solution, sequence, and description in texts.",,Reading Informational Text,Structure
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BEST,BEST.ELA.4.R.1.1,"Explain how setting, events, conflict, and character development contribute to the plot in a literary text.",,Reading Prose and Poetry,Literary Elements
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,BEST,BEST.ELA.4.R.1.4,Explain how rhyme and structure create meaning in a poem.,,Reading Prose and Poetry,Poetry
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,TEKS,TEKS.ELAR.4.9(A),"(A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales;",,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,TEKS,TEKS.ELAR.4.9(B),"(B) explain figurative language such as simile, metaphor, and personification that the poet uses to create images;",,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,TEKS,TEKS.ELAR.4.9(C),"(C) explain structure in drama such as character tags, acts, scenes, and stage directions;",,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,TEKS,TEKS.ELAR.4.10(B),(B) explain how the use of text structure contributes to the author's purpose;,,,
CCSS.RL.4.5,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",4,TEKS,TEKS.ELAR.4.10(C),(C) analyze the author's use of print and graphic features to achieve specific purposes;,,,
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,BEST,BEST.ELA.4.R.1.3,Identify the narrator’s point of view and explain the difference between a narrator’s point of view and character perspective in a literary text.,,Reading Prose and Poetry,Perspective and Point of View
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,BEST,Integration of Knowledge and Ideas:,,,,
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,TEKS,TEKS.ELAR.4.7(B),"(B) write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources;",,,
CCSS.RL.4.6,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",4,TEKS,TEKS.ELAR.4.10(E),"(E) identify and understand the use of literary devices, including first- or third-person point of view;",,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,BEST,BEST.ELA.4.C.5.1,Arrange multimedia elements to create emphasis in oral or written tasks.,,Creating and Collaborating,Multimedia
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,TEKS,TEKS.ELAR.4.6(H),(H) synthesize information to create new understanding; and,,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,TEKS,TEKS.ELAR.4.9(F),(F) recognize characteristics of multimodal and digital texts.,,,
CCSS.RL.4.7,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",4,TEKS,TEKS.ELAR.4.10(C),(C) analyze the author's use of print and graphic features to achieve specific purposes;,,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BEST,BEST.ELA.4.R.3.3,Compare and contrast accounts of the same event using primary and/or secondary sources.,,Reading Across Genres,Comparative Reading
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BEST,BEST.ELA.4.R.3.2,Summarize a text to enhance comprehension: a. Include plot and theme for a literary text; b. Include the central idea and relevant details for an informational text.,,Reading Across Genres,Paraphrasing and Summarizing
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BEST,BEST.ELA.4.R.2.1,"Explain how text features contribute to the meaning and identify the text structures of problem/solution, sequence, and description in texts.",,Reading Informational Text,Structure
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BEST,BEST.ELA.4.R.2.3,Explain an author’s perspective toward a topic in an informational text.,,Reading Informational Text,Author's Purpose and Perspective
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,BEST,Range of Reading and Level of Text Complexity:,,,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,TEKS,TEKS.ELAR.4.6(E),"(E) make connections to personal experiences, ideas in other texts, and society;",,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,TEKS,TEKS.ELAR.4.6(H),(H) synthesize information to create new understanding; and,,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,TEKS,TEKS.ELAR.4.8(A),(A) infer basic themes supported by text evidence;,,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,TEKS,TEKS.ELAR.4.9(A),"(A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales;",,,
CCSS.RL.4.9,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",4,TEKS,TEKS.ELAR.4.10(A),(A) explain the author's purpose and message within a text;,,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,TEKS,TEKS.ELAR.5.6(F),(F) make inferences and use evidence to support understanding;,,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,TEKS,TEKS.ELAR.5.7(B),"(B) write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources;",,,
CCSS.RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,5,TEKS,TEKS.ELAR.5.7(C),(C) use text evidence to support an appropriate response;,,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BLOOM,BLOOM.1,Retrieve relevant knowledge from long-term memory,Remember,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BLOOM,BLOOM.2,"Construct meaning from instructional messages, including oral, written, and graphic communication",Understand,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BEST,BEST.ELA.5.F.1.3,Use knowledge of grade-appropriate phonics and word-analysis skills to decode words.,,Foundational Skills,Learning and Applying Foundational Reading Skills
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BEST,BEST.ELA.5.F.1.4,"Read grade-level texts with accuracy, automaticity, and appropriate prosody or expression.",,Foundational Skills,Fluency
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BEST,Writing,,,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,BEST,Text Types and Purposes:,,,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,TEKS,TEKS.ELAR.5.4,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --fluency. The student reads grade-level text with fluency and comprehension. The student is expected to use appropriate fluency (rate, accuracy, and prosody) when reading grade-level text.",,,
CCSS.RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",5,TEKS,TEKS.ELAR.5.5,"(5) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --self-sustained reading. The student reads grade-appropriate texts independently. The student is expected to self-select text and read independently for a sustained period of time.",,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BEST,BEST.ELA.5.R.1.3,Describe how an author develops a character’s perspective in a literary text.,,Reading Prose and Poetry,Perspective and Point of View
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BEST,BEST.ELA.5.R.1.2,Explain the development of stated or implied theme(s) throughout a literary text.,,Reading Prose and Poetry,Theme
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,BEST,BEST.ELA.5.R.1.1,"Analyze how setting, events, conflict, and characterization contribute to the plot in a literary text.",,Reading Prose and Poetry,Literary Elements
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,TEKS,TEKS.ELAR.5.6(G),(G) evaluate details read to determine key ideas;,,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,TEKS,TEKS.ELAR.5.7(D),"(D) retell, paraphrase, or summarize texts in ways that maintain meaning and logical order;",,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,TEKS,TEKS.ELAR.5.7(G),(G) discuss specific ideas in the text that are important to the meaning.,,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,TEKS,TEKS.ELAR.5.8(A),(A) infer multiple themes within a text using text evidence;,,,
CCSS.RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",5,TEKS,TEKS.ELAR.5.8(B),(B) analyze the relationships of and conflicts among the characters;,,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BEST,BEST.ELA.5.R.1.1,"Analyze how setting, events, conflict, and characterization contribute to the plot in a literary text.",,Reading Prose and Poetry,Literary Elements
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BEST,BEST.ELA.5.R.1.4,Explain how figurative language and other poetic elements work together in a poem.,,Reading Prose and Poetry,Poetry
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,BEST,Craft and Structure:,,,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,TEKS,TEKS.ELAR.5.8(B),(B) analyze the relationships of and conflicts among the characters;,,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,TEKS,TEKS.ELAR.5.8(C),"(C) analyze plot elements, including rising action, climax, falling action, and resolution; and",,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,TEKS,TEKS.ELAR.5.8(D),"(D) analyze the influence of the setting, including historical and cultural settings, on the plot.",,,
CCSS.RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",5,TEKS,TEKS.ELAR.5.9(C),"(C) explain structure in drama such as character tags, acts, scenes, and stage directions;",,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BEST,BEST.ELA.K12.EE.2.1,Read and comprehend grade-level complex texts proficiently.,,*ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BEST,BEST.ELA.5.V.1.3,"Use context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the meaning of multiple-meaning and unknown words and phrases, appropriate to grade level.",,Vocabulary,Context and Connotation
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BEST,BEST.ELA.5.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary,Finding Meaning
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,BEST,BEST.ELA.5.R.3.1,Analyze how figurative language contributes to meaning in text(s).,,Reading Across Genres,Figurative Language
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.3(A),"(A) use print or digital resources to determine meaning, syllabication, pronunciation, and word origin;",,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.3(B),(B) use context within and beyond a sentence to determine the relevant meaning of unfamiliar words or multiple-meaning words;,,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.3(C),"(C) identify the meaning of and use words with affixes such as trans-, super-, -ive, and -logy and roots such as geo and photo; and",,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.3(D),"(D) identify, use, and explain the meaning of adages and puns.",,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.10(D),"(D) describe how the author's use of imagery, literal and figurative language such as simile and metaphor, and sound devices achieves specific purposes;",,,
CCSS.RL.5.4,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",5,TEKS,TEKS.ELAR.5.10(F),(F) examine how the author's use of language contributes to voice; and,,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system,Explaining,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BEST,BEST.ELA.5.R.1.1,"Analyze how setting, events, conflict, and characterization contribute to the plot in a literary text.",,Reading Prose and Poetry,Literary Elements
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BEST,BEST.ELA.5.R.3.1,Analyze how figurative language contributes to meaning in text(s).,,Reading Across Genres,Figurative Language
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,BEST,BEST.ELA.5.R.2.1,Explain how text structures and/or features contribute to the overall meaning of texts.,,Reading Informational Text,Structure
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,TEKS,TEKS.ELAR.5.9(A),"(A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales;",,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,TEKS,TEKS.ELAR.5.9(B),(B) explain the use of sound devices and figurative language and distinguish between the poet and the speaker in poems across a variety of poetic forms;,,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,TEKS,TEKS.ELAR.5.9(C),"(C) explain structure in drama such as character tags, acts, scenes, and stage directions;",,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,TEKS,TEKS.ELAR.5.10(B),(B) analyze how the use of text structure contributes to the author's purpose;,,,
CCSS.RL.5.5,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",5,TEKS,TEKS.ELAR.5.10(C),(C) analyze the author's use of print and graphic features to achieve specific purposes;,,,
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like",Comparing,,
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
